Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,44,1,14,1,39,139.9446482768372,1,4,5,4,2,141.2320044075862,0,0,0,1,1,0,21,0,0,6,15,5,9.660288794651015,0,0,6,17,5,8.608161874255611,0,11.85811245463568,-0.5881315090754151,-0.9208673403102858,Enrolled
1,51,1,2,1,1,114.94464827683719,1,42,3,125,124,121.23200440758619,1,0,0,1,1,0,20,0,2,6,7,6,10.636479270841491,0,0,6,9,4,11.43673330282704,0,4.558112454635681,0.5118684909245848,3.509132659689714,Graduate
1,1,1,13,1,1,132.9446482768372,1,1,1,4,6,130.03200440758621,0,0,0,0,1,0,18,0,0,5,9,3,9.136479270841491,0,0,5,8,2,11.536733302827042,0,4.558112454635681,0.5118684909245848,3.509132659689714,Enrolled
1,18,1,4,0,1,127.94464827683719,1,19,1,9,5,125.73200440758619,1,0,0,1,0,0,19,0,0,6,6,6,10.469812604174823,0,0,6,8,6,12.411733302827042,0,8.05811245463568,-0.38813150907541516,1.7891326596897141,Graduate
1,1,1,5,0,1,119.94464827683719,1,2,37,3,9,122.6320044075862,0,0,0,1,1,0,34,0,0,5,6,5,10.203145937508157,0,0,5,9,5,11.465304731398469,0,9.55811245463568,-1.1881315090754152,0.7891326596897142,Graduate
1,39,1,15,1,1,119.94464827683719,1,38,37,9,6,93.73200440758619,0,0,1,0,1,0,37,0,0,7,7,0,-2.1968540624918433,0,0,7,7,1,8.036733302827042,0,4.558112454635681,0.5118684909245848,3.509132659689714,Dropout
1,39,1,16,1,10,123.04464827683718,1,34,37,0,0,120.0320044075862,1,0,0,1,1,0,43,0,0,5,0,0,-2.1968540624918433,0,0,5,0,0,-1.9632666971729593,0,3.25811245463568,1.711868490924585,0.3191326596897142,Dropout
1,43,1,13,1,1,129.9446482768372,1,37,37,6,6,114.1320044075862,0,0,0,1,0,0,55,0,0,5,10,1,7.803145937508157,0,0,5,8,2,10.036733302827042,2,11.85811245463568,-0.5881315090754151,-0.9208673403102858,Dropout
4,39,1,5,0,1,109.94464827683719,1,19,19,9,3,105.1320044075862,1,0,0,1,0,0,39,0,0,5,8,5,8.803145937508157,0,0,5,5,5,9.63673330282704,0,3.25811245463568,1.711868490924585,0.3191326596897142,Graduate
1,44,1,11,1,39,109.94464827683719,6,4,4,3,6,111.23200440758619,0,0,1,0,0,0,20,1,2,6,13,3,9.469812604174823,0,1,6,11,3,10.036733302827042,0,8.05811245463568,-0.38813150907541516,1.7891326596897141,Dropout
1,1,5,3,1,1,115.94464827683719,1,3,3,2,2,112.33200440758618,0,0,1,1,0,0,18,0,0,6,6,4,10.553145937508157,0,0,5,5,0,-1.9632666971729593,0,8.35811245463568,2.811868490924585,-1.7008673403102859,Dropout
1,1,2,13,1,1,122.94464827683719,1,3,19,2,7,111.6320044075862,1,0,0,1,0,0,22,0,0,5,5,5,12.603145937508158,0,0,5,5,5,13.836733302827042,0,4.558112454635681,0.5118684909245848,3.509132659689714,Graduate
1,1,6,6,1,1,92.94464827683719,1,1,3,2,2,91.83200440758618,1,1,0,1,0,0,22,0,0,7,9,5,11.731145937508158,0,0,8,9,7,12.379590445684183,0,6.75811245463568,-0.2881315090754152,2.0191326596897143,Graduate
1,17,1,3,1,1,109.94464827683719,1,1,38,5,5,112.6320044075862,0,0,0,0,0,0,20,0,0,6,7,4,10.803145937508157,0,0,6,7,5,11.836733302827042,0,8.05811245463568,-0.38813150907541516,1.7891326596897141,Dropout
1,39,1,5,0,1,123.04464827683718,1,37,37,9,9,100.93200440758619,0,0,0,1,0,0,29,0,0,5,0,0,-2.1968540624918433,0,0,5,0,0,-1.9632666971729593,0,11.85811245463568,-0.5881315090754151,-0.9208673403102858,Dropout
1,17,1,5,0,1,143.9446482768372,1,38,38,4,5,125.33200440758618,0,0,0,1,0,0,24,0,0,5,9,2,9.303145937508157,0,0,5,11,3,12.370066636160374,1,3.25811245463568,1.711868490924585,0.3191326596897142,Enrolled
1,17,2,7,1,1,119.94464827683719,1,19,19,9,9,118.83200440758618,1,0,0,1,0,0,18,0,0,6,6,6,9.469812604174823,0,0,6,8,5,11.23673330282704,0,6.75811245463568,-0.2881315090754152,2.0191326596897143,Graduate
1,17,6,6,1,1,121.94464827683719,1,37,19,7,7,123.6320044075862,1,0,0,1,0,1,22,0,0,7,8,6,11.319812604174823,0,0,8,9,7,11.808161874255614,0,6.75811245463568,-0.2881315090754152,2.0191326596897143,Graduate
1,44,1,4,0,39,119.94464827683719,1,1,19,9,9,124.6320044075862,0,0,0,1,0,1,21,0,3,6,6,6,9.303145937508157,0,2,6,7,6,11.322447588541326,0,8.05811245463568,-0.38813150907541516,1.7891326596897141,Graduate
1,1,1,7,1,1,128.9446482768372,1,37,38,9,9,117.33200440758618,0,0,0,1,0,1,19,0,0,6,7,5,10.136479270841491,0,0,6,7,6,10.870066636160374,0,8.35811245463568,2.811868490924585,-1.7008673403102859,Graduate
1,39,1,1,1,1,119.94464827683719,1,19,38,9,7,104.73200440758619,0,0,0,1,0,1,24,0,0,6,6,6,11.469812604174823,0,0,6,6,6,12.203399969493706,0,8.05811245463568,-0.38813150907541516,1.7891326596897141,Graduate
1,1,1,6,1,1,128.9446482768372,1,37,38,6,6,112.53200440758619,1,0,0,1,0,1,19,0,0,8,10,6,9.636479270841491,0,0,8,10,6,9.870066636160374,0,5.058112454635681,-1.6881315090754152,-3.120867340310286,Enrolled
1,1,1,3,1,1,116.94464827683719,1,1,19,7,7,113.03200440758619,1,0,0,1,0,1,20,0,0,6,11,4,11.803145937508157,0,0,6,12,3,9.036733302827042,0,5.058112454635681,-1.6881315090754152,-3.120867340310286,Enrolled
1,1,3,11,1,1,156.9446482768372,1,37,37,90,90,150.53200440758621,0,0,0,1,0,0,19,0,0,5,7,5,12.51743165179387,0,0,5,5,5,13.836733302827042,0,3.25811245463568,1.711868490924585,0.3191326596897142,Graduate
1,39,1,5,0,1,119.94464827683719,1,38,38,9,9,111.23200440758619,0,0,0,1,0,0,27,0,0,5,12,5,8.403145937508157,0,0,5,10,5,9.036733302827042,0,5.058112454635681,-1.6881315090754152,-3.120867340310286,Dropout
1,1,1,6,1,1,119.94464827683719,1,1,19,5,5,120.33200440758618,1,0,0,1,0,0,18,0,0,7,9,7,10.847590381952601,0,0,8,10,8,11.63173330282704,0,11.158112454635681,1.9118684909245847,-4.060867340310286,Graduate
2,7,1,1,1,3,119.94464827683719,1,1,3,4,3,121.23200440758619,0,0,0,1,0,0,39,0,0,6,10,0,-2.1968540624918433,0,0,6,6,0,-1.9632666971729593,0,8.05811245463568,-0.38813150907541516,1.7891326596897141,Dropout
1,39,1,11,1,40,118.94464827683719,1,3,3,2,2,146.53200440758621,1,0,0,1,0,0,27,0,0,6,9,5,10.803145937508157,0,5,11,13,10,10.93673330282704,0,8.05811245463568,-0.38813150907541516,1.7891326596897141,Dropout
1,17,1,6,1,1,130.9446482768372,1,38,38,7,10,131.03200440758621,1,0,0,1,0,0,18,0,0,8,8,8,12.738145937508158,0,0,8,8,8,12.97173330282704,0,5.058112454635681,-1.6881315090754152,-3.120867340310286,Graduate
1,1,3,0,1,1,114.94464827683719,1,38,37,4,9,106.43200440758619,1,0,0,1,0,0,18,0,0,0,0,0,-2.1968540624918433,0,0,0,0,0,-1.9632666971729593,0,3.25811245463568,1.711868490924585,0.3191326596897142,Enrolled
1,1,2,6,1,1,114.94464827683719,1,19,19,9,9,106.1320044075862,0,0,0,1,0,0,18,0,0,7,8,6,10.93647927084149,0,0,8,12,7,10.258161874255613,0,11.85811245463568,-0.5881315090754151,-0.9208673403102858,Graduate
1,44,1,7,1,39,119.94464827683719,1,19,1,9,9,123.1320044075862,0,0,0,1,0,1,21,0,3,6,7,6,9.803145937508157,0,2,6,7,6,10.036733302827042,0,9.55811245463568,-1.1881315090754152,0.7891326596897142,Graduate
1,17,3,0,1,1,122.94464827683719,1,1,37,4,7,117.23200440758619,1,0,0,1,1,1,19,0,0,0,0,0,-2.1968540624918433,0,0,0,0,0,-1.9632666971729593,0,6.458112454635681,0.5118684909245848,1.739132659689714,Enrolled
1,17,1,2,1,1,116.94464827683719,1,1,1,3,4,121.43200440758618,1,0,0,1,1,0,19,0,0,6,6,5,9.203145937508157,0,0,6,8,1,8.036733302827042,0,6.458112454635681,0.5118684909245848,1.739132659689714,Enrolled
1,43,1,2,1,1,105.94464827683719,1,1,1,3,3,112.1320044075862,0,0,0,1,1,0,24,0,0,6,6,0,-2.1968540624918433,0,0,6,6,0,-1.9632666971729593,0,8.35811245463568,2.811868490924585,-1.7008673403102859,Enrolled
4,42,1,6,1,19,123.04464827683718,1,1,1,5,5,117.23200440758619,1,0,0,1,1,0,29,0,2,7,10,5,9.703145937508157,0,1,8,10,5,9.036733302827042,0,9.55811245463568,-1.1881315090754152,0.7891326596897142,Dropout
1,1,3,0,1,1,128.9446482768372,1,19,19,5,3,119.43200440758618,1,0,0,1,1,1,19,0,0,0,0,0,-2.1968540624918433,0,0,0,0,0,-1.9632666971729593,0,6.458112454635681,0.5118684909245848,1.739132659689714,Graduate
1,44,1,14,1,39,119.94464827683719,1,19,37,9,9,121.23200440758619,1,0,0,1,1,0,23,0,0,6,8,6,10.374574508936728,0,0,6,7,6,10.465304731398469,0,4.558112454635681,0.5118684909245848,3.509132659689714,Graduate
1,1,3,13,1,1,114.94464827683719,1,1,38,7,7,111.33200440758618,0,0,1,1,1,0,19,0,0,5,8,5,9.003145937508156,0,0,5,10,4,8.786733302827042,3,11.85811245463568,-0.5881315090754151,-0.9208673403102858,Dropout
1,39,1,1,1,1,149.9446482768372,1,19,37,7,10,91.23200440758619,0,0,0,1,1,0,26,0,0,6,7,6,9.803145937508157,0,0,6,8,5,8.836733302827042,0,8.35811245463568,2.811868490924585,-1.7008673403102859,Enrolled
1,17,1,13,1,1,137.9446482768372,1,38,37,5,5,125.23200440758619,0,0,0,1,1,0,18,0,0,5,9,0,-2.1968540624918433,0,0,5,5,0,-1.9632666971729593,0,3.25811245463568,1.711868490924585,0.3191326596897142,Enrolled
1,17,1,6,1,1,139.9446482768372,1,37,19,8,4,122.0320044075862,0,0,0,1,1,0,24,0,0,7,8,7,9.778145937508157,0,0,8,8,8,11.786733302827042,0,9.55811245463568,-1.1881315090754152,0.7891326596897142,Graduate
1,1,1,0,1,1,130.9446482768372,1,19,19,5,10,127.0320044075862,1,0,0,1,1,0,19,0,0,0,0,0,-2.1968540624918433,0,0,0,0,0,-1.9632666971729593,0,11.158112454635681,1.9118684909245847,-4.060867340310286,Dropout
1,17,4,1,1,1,107.94464827683719,1,38,37,5,7,102.93200440758619,1,0,0,1,1,0,18,0,0,6,12,3,9.469812604174823,0,0,6,12,1,10.036733302827042,0,8.05811245463568,-0.38813150907541516,1.7891326596897141,Dropout
1,1,2,3,1,1,131.9446482768372,1,38,38,9,9,124.1320044075862,1,0,0,1,1,0,18,0,0,6,8,6,10.136479270841491,0,0,6,11,3,10.370066636160374,0,6.458112454635681,0.5118684909245848,1.739132659689714,Graduate
1,17,3,13,1,1,109.94464827683719,1,19,19,4,7,106.73200440758619,1,0,1,1,1,0,18,0,0,5,8,3,8.136479270841491,0,0,5,11,3,8.8938761599699,0,6.458112454635681,0.5118684909245848,1.739132659689714,Dropout
1,18,4,1,1,1,95.94464827683719,1,19,37,7,7,97.23200440758619,1,0,0,1,1,1,21,0,0,6,8,4,8.303145937508157,0,0,6,11,1,9.036733302827042,0,5.058112454635681,-1.6881315090754152,-3.120867340310286,Dropout
1,17,4,3,1,1,110.94464827683719,1,1,19,9,8,111.53200440758619,1,0,1,1,1,1,19,0,0,6,6,6,11.469812604174823,0,0,6,6,6,11.370066636160374,0,4.558112454635681,0.5118684909245848,3.509132659689714,Graduate
1,17,4,6,1,1,139.9446482768372,1,38,37,9,9,122.0320044075862,0,0,0,1,1,1,22,0,0,7,7,7,12.646003080365299,0,0,8,9,8,13.092288858382595,0,11.85811245463568,-0.5881315090754151,-0.9208673403102858,Graduate
2,39,1,4,0,1,109.94464827683719,1,37,37,9,6,108.23200440758619,0,0,0,1,1,0,33,0,0,6,8,6,9.803145937508157,0,0,6,6,6,9.703399969493706,0,6.458112454635681,0.5118684909245848,1.739132659689714,Graduate
1,1,6,9,1,1,103.94464827683719,1,19,19,9,9,101.43200440758619,1,0,0,1,1,0,20,0,0,6,8,5,10.003145937508156,0,0,6,7,5,10.23673330282704,0,6.458112454635681,0.5118684909245848,1.739132659689714,Dropout
1,39,1,5,0,2,129.9446482768372,1,3,3,2,2,146.9320044075862,1,0,0,1,1,0,35,0,0,1,1,0,-2.1968540624918433,1,0,5,0,0,-1.9632666971729593,0,6.458112454635681,0.5118684909245848,1.739132659689714,Dropout
1,39,1,14,1,4,149.9446482768372,1,3,3,4,2,171.6320044075862,0,0,1,1,1,0,24,0,6,12,17,6,9.969812604174823,0,7,12,14,10,11.336733302827042,0,8.05811245463568,-0.38813150907541516,1.7891326596897141,Dropout
1,17,1,1,1,1,109.94464827683719,1,19,19,4,4,116.73200440758619,0,0,0,1,1,0,18,0,0,5,6,5,9.803145937508157,0,0,5,8,3,9.370066636160374,0,8.35811245463568,2.811868490924585,-1.7008673403102859,Enrolled
2,39,1,4,0,1,119.94464827683719,1,37,37,9,6,101.23200440758619,1,0,0,1,0,0,33,0,0,6,7,6,8.803145937508157,0,0,6,11,5,9.036733302827042,0,5.058112454635681,-1.6881315090754152,-3.120867340310286,Graduate
1,42,1,6,1,1,149.9446482768372,1,37,38,9,7,152.2320044075862,1,0,0,1,0,1,22,0,0,8,8,7,10.883145937508157,0,0,8,8,7,11.11673330282704,0,6.458112454635681,0.5118684909245848,1.739132659689714,Graduate
1,39,1,8,1,1,109.94464827683719,1,1,19,4,5,91.23200440758619,0,0,0,1,0,1,25,0,0,5,7,4,8.303145937508157,0,0,5,7,5,9.63673330282704,0,5.058112454635681,-1.6881315090754152,-3.120867340310286,Graduate
1,17,1,2,1,1,113.94464827683719,1,19,38,4,0,108.83200440758618,1,0,0,1,1,0,20,0,0,6,9,6,8.469812604174823,1,0,6,6,5,9.23673330282704,0,3.25811245463568,1.711868490924585,0.3191326596897142,Graduate
1,1,6,13,1,1,132.9446482768372,1,38,37,9,9,119.93200440758618,1,0,0,1,1,0,23,0,0,5,6,4,11.803145937508157,0,0,5,5,5,11.836733302827042,0,6.75811245463568,-0.2881315090754152,2.0191326596897143,Enrolled
1,43,2,16,1,1,104.94464827683719,1,38,19,9,6,103.43200440758619,1,0,1,1,1,0,18,0,0,5,9,2,7.803145937508157,0,0,5,9,0,-1.9632666971729593,0,11.158112454635681,1.9118684909245847,-4.060867340310286,Enrolled
1,39,1,6,1,1,123.04464827683718,1,1,1,4,10,92.03200440758619,0,0,0,1,1,0,24,0,0,7,18,0,-2.1968540624918433,0,0,7,7,0,-1.9632666971729593,0,9.55811245463568,-1.1881315090754152,0.7891326596897142,Dropout
1,17,2,3,1,1,123.04464827683718,41,19,1,9,9,96.23200440758619,1,0,0,0,0,0,21,1,0,6,6,6,11.803145937508157,0,0,6,6,6,11.536733302827042,0,4.558112454635681,0.5118684909245848,3.509132659689714,Graduate
1,15,1,11,1,1,123.04464827683718,41,1,1,4,4,91.23200440758619,0,0,0,1,0,0,26,1,0,6,7,2,9.803145937508157,1,0,6,6,0,-1.9632666971729593,0,4.558112454635681,0.5118684909245848,3.509132659689714,Dropout
2,39,1,9,1,10,123.04464827683718,1,37,34,0,0,106.73200440758619,0,0,0,1,0,0,39,0,0,6,12,3,10.469812604174823,0,0,6,14,0,-1.9632666971729593,1,3.25811245463568,1.711868490924585,0.3191326596897142,Dropout
2,39,1,4,0,1,123.04464827683718,1,37,19,9,9,105.23200440758619,0,0,0,1,0,0,44,0,2,8,11,8,9.678145937508157,0,0,6,7,6,10.370066636160374,0,8.35811245463568,2.811868490924585,-1.7008673403102859,Graduate
1,15,1,16,1,1,119.94464827683719,26,38,3,9,2,128.2320044075862,1,0,0,1,1,0,19,1,0,5,9,5,11.803145937508157,0,0,5,11,3,11.286733302827042,0,9.55811245463568,-1.1881315090754152,0.7891326596897142,Enrolled
1,1,5,3,1,1,124.94464827683719,1,37,1,5,5,116.1320044075862,1,0,0,1,0,0,18,0,0,6,6,6,11.469812604174823,0,0,6,6,6,11.370066636160374,0,4.558112454635681,0.5118684909245848,3.509132659689714,Graduate
1,1,5,6,1,1,121.94464827683719,1,37,37,7,7,111.53200440758619,1,0,0,1,0,1,18,0,0,7,7,7,11.553145937508157,0,0,8,9,8,12.51451108060482,0,8.05811245463568,-0.38813150907541516,1.7891326596897141,Graduate
1,1,1,10,1,1,124.94464827683719,1,1,2,9,1,125.5320044075862,1,0,0,1,0,0,19,0,0,5,7,5,12.003145937508156,2,0,5,7,5,11.836733302827042,0,8.35811245463568,2.811868490924585,-1.7008673403102859,Enrolled
1,1,4,6,1,1,104.94464827683719,1,3,3,2,2,102.73200440758619,1,0,1,0,0,0,19,0,0,7,10,4,9.763145937508158,0,0,7,7,0,-1.9632666971729593,0,9.55811245463568,-1.1881315090754152,0.7891326596897142,Dropout
1,53,1,10,1,42,119.94464827683719,1,38,38,9,9,120.0320044075862,0,0,0,1,0,0,21,0,7,10,12,8,10.678145937508157,0,4,9,14,5,11.43673330282704,0,4.558112454635681,0.5118684909245848,3.509132659689714,Dropout
1,1,4,0,1,1,123.04464827683718,1,1,1,9,10,101.23200440758619,1,0,0,1,0,0,20,0,0,0,0,0,-2.1968540624918433,0,0,0,0,0,-1.9632666971729593,0,11.85811245463568,-0.5881315090754151,-0.9208673403102858,Graduate
2,39,1,4,0,1,119.94464827683719,1,37,37,6,5,104.73200440758619,1,0,0,1,0,0,36,0,0,6,0,0,-2.1968540624918433,0,0,6,0,0,-1.9632666971729593,0,5.058112454635681,-1.6881315090754152,-3.120867340310286,Dropout
4,39,1,14,1,12,123.04464827683718,1,37,37,9,6,151.2320044075862,0,0,0,1,0,0,43,0,13,18,19,18,12.434724884876577,0,10,13,14,13,12.267502533596272,1,11.158112454635681,1.9118684909245847,-4.060867340310286,Graduate
1,18,1,9,1,1,112.94464827683719,1,19,19,9,7,108.6320044075862,1,0,0,1,0,0,19,0,0,6,0,0,-2.1968540624918433,0,0,6,0,0,-1.9632666971729593,0,6.75811245463568,-0.2881315090754152,2.0191326596897143,Dropout
1,51,1,2,1,1,119.94464827683719,1,3,1,2,8,113.43200440758619,0,0,1,1,0,0,20,0,4,10,12,10,10.803145937508157,0,5,11,11,11,10.309460575554311,0,6.75811245463568,-0.2881315090754152,2.0191326596897143,Graduate
1,1,2,7,1,1,111.94464827683719,1,37,38,4,7,109.43200440758619,1,0,0,1,0,0,19,0,0,6,0,0,-2.1968540624918433,0,0,6,0,0,-1.9632666971729593,0,11.85811245463568,-0.5881315090754151,-0.9208673403102858,Dropout
1,1,1,10,1,1,102.94464827683719,1,1,1,4,4,97.93200440758619,1,0,0,1,0,0,20,0,0,6,15,4,12.003145937508156,0,0,6,17,4,11.286733302827042,0,11.158112454635681,1.9118684909245847,-4.060867340310286,Dropout
